director,peso_diretor
"Vincent Kesteloot, Ben Stassen",6.0
"Cameron Cairnes, Colin Cairnes",6.5
"Drew DeNicola, Olivia Mori",6.5
"Kyle Balda, Pierre Coffin",6.5
"Phil Lord, Christopher Miller",6.5
"Chris Buck, Jennifer Lee",6.5
"Tim Graf, Jakob Montrasio",6.5
"Katie Graham, Andrew Matthews",6.5
"Pil-sung Yim, Jee-woon Kim",6.8
"Peter Brosens, Jessica Woodworth",6.5
"Tony Bacon, Rushmore DeNooyer",6.5
"Travis Cluff, Chris Lofing",6.5
"Aharon Keshales, Navot Papushado",6.5
"Derek Lee, Clif Prowse",6.5
"Zack Keller, Ed Skudder",6.5
"Ben Dobyns, Matt Vancil",7.1
"Aron Gaudet, Gita Pullapilly",6.5
"Wilson Chin, Shu-Kai Chung",6.5
"Robert Ben Garant, Thomas Lennon",6.1
"Dominique Cardona, Laurie Colbert",6.5
"Dominique Cardona, Laurie Colbert",6.5
"Jonah Bekhor, Zach Math",6.5
"Myles Kane, Josh Koury",6.5
"James Colquhoun, Laurentine Ten Bosch, Carlo Ledesma",6.4
"Ed Burke, Beyonc� Knowles, Ilan Y. Benatar",6.5
"Thomas Beatty, Rebecca Fishman",6.5
"Jim Booth, James Gurden, Mark Gregory",6.5
"Thomas Beecher, Joe Clarke",6.5
"Katie Green, Carlye Rubin",6.5
"Lucien Castaing-Taylor, Verena Paravel",6.5
"John Bruno, Ray Quint, Andrew Wight",6.0
"Juan Carlos Maneglia, Tana Schembori",6.5
"Olivier Baroux, Kad Merad",5.7
"Ricki Stern, Anne Sundberg",6.5
"Jill Bauer, Ronna Gradus",6.5
"Anna Boden, Ryan Fleck",6.9
"Heidi Elise Beaver, Dean Kavanagh, Rouzbeh Rashidi, Roy Reza�li, Peter Rinaldi, Kate Shults, Christopher Michael Beer",6.5
"Leander Hau�mann, Sven Regener",6.6
"James Franco, Travis Mathews",6.1
"David Morris, Jacqui Morris",6.5
"Eric Hensman, Matthew Hensman",6.5
"Dave LaMattina, Chad N. Walker",6.5
"Toshiyuki Kubooka, Michael Sinterniklaas",7.1
"Toshiyuki Kubooka, Michael Sinterniklaas",7.1
"Julaluck Ismalone, David Ismalone",6.5
"Thierry Piantanida, Baptiste Rouget-Luchaire",6.5
"Aleksandr Basaev, Murat Dzhusoyty, Elena Nemirovskaya",6.5
"Jeff Zimbalist, Michael Zimbalist",6.5
"H�l�ne Giraud, Thomas Szabo",6.5
"Joey Figueroa, Zak Knutson",7.0
"Xavier Picard, Hanna Hemil�",6.5
"Emma De Swaef, Marc James Roels",6.5
"Joshua Oppenheimer, Anonymous, Christine Cynn",7.2
"Maiken Baird, Michelle Major",6.5
"Joseph Baker, Tom Large",6.5
"Christian Bisceglia, Ascanio Malgarini",6.5
"Geeta Patel, Ravi Patel",6.5
"Ken Burns, Sarah Burns, David McMahon",6.9
"Glenn Ficarra, John Requa",6.5
"Aris Chatzistefanou, Katerina Kitidi",6.5
"Stephen Kijak, Paul Marchand",6.6
"Fran�ois Alaux, Herv� de Cr�cy",6.5
"Heidi Ewing, Rachel Grady",6.5
"David Krentz, Erik Nelson, David E. Duncan",6.9
"Roger Spottiswoode, Brando Quilici",6.5
"Emma Davie, Morag McKinnon",6.5
"Michael Beach Nichols, Deidre Schoo",6.5
"Dan M. Kinem, Levi Peretic",6.5
"Paul Duddridge, Nigel Levy",6.5
"Steve Ball, Andrew Duncan",6.5
"Joe Barber, Mary Patel",6.5
"Stephan Schesch, Sarah Clara Weber",6.5
"Michael Spierig, Peter Spierig",6.5
"Darren Grodsky, Danny Jacobs",6.5
"Annika Iltis, Timothy James Kane",6.5
"Viktor Andrienko, Igor Pismennyy",6.5
"Duke Johnson, Charlie Kaufman",7.0
"Ian Roumain, Michael Schwartz",7.1
"Jason Friedberg, Aaron Seltzer",6.5
"Anthony Caulfield, Nicola Caulfield",6.5
"Marco De Angelis, Antonio Di Trapani",6.5
"Kimo Stamboel, Timo Tjahjanto",6.5
"Deedle Lacour, Matt Riggle",6.5
"David Roach, Warwick Ross",6.5
"Eric England, Nick Everhart, Emily Hagins, Jesse Holland, Miko Hughes, Andy Mitton",5.2
"M�ns M�rlind, Bj�rn Stein",6.5
"Anthony Gaudioso, James Gaudioso",6.5
"Martha Shane, Lana Wilson",6.5
"Daniel Lazo, Eran May-Raz",6.5
"Tom Dolby, Tom Williams",6.5
"Krishna D.K., Raj Nidimoru",6.5
"Hanh Nguyen, Vishal Solanki",6.5
"Victress Hitchcock, Amber Bemak",6.5
"Mike Fetterly, Steve Sacks",6.5
"Mike Brett, Steve Jamison",6.5
"Banker White, Anna Fitch",6.5
"Bryan Ortiz, Bryan Ramirez, Kerry Valderrama",6.1
"Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo S�nchez, Timo Tjahjanto, Adam Wingard",6.4
"Merete Mueller, Christopher Smith",6.4
"Richard Glatzer, Wash Westmoreland",6.2
"Louis Alvarez, Andy Kolker, Peter Odabashian, Paul Stekler",6.5
"Sheila Canavan, Michael Chandler",6.5
"Yukihiro Miyamoto, Akiyuki Shinbo, Alex Von David",6.2
"Alastair Fothergill, Keith Scholey",6.5
"Martha Burr, Mei-Juin Chen",6.5
"AJ Schnack, David Boone Wilson",7.0
"Fenton Bailey, Randy Barbato",6.5
"Mike Lerner, Maxim Pozdorovkin",6.5
"Patrick Hasson, Juan Carlos Saizarbitoria",6.5
"Dave Kellett, Frederick Schroeder",6.5
"Joe Lawlor, Christine Molloy",6.5
"Robert Berger, Patrick Daniels, Karlyn Michelson",6.5
"Jonathan Milott, Cary Murnion",6.5
"Anne De Mare, Kirsten Kelly",6.5
"Jason Friedberg, Aaron Seltzer",6.5
"Joseph Pelling, Becky Sloan",6.5
"Giorgio Serafini, Shawn Sourgose",5.4
"Dieguillo Fern�ndez, V�ctor Laplace",6.5
"Andrew Cohn, Davy Rothbart",6.5
"Chike Ozah, Coodie Simmons",6.5
"Eric Idle, Aubrey Powell",6.6
"R. Kelly, Jim Swaffield",6.5
"Lucky McKee, Chris Sivertson",5.5
"Michel Comte, Ayako Yoshida",6.5
"Andy Bichlbaum, Mike Bonanno, Laura Nix",6.5
"Laura Dern, Bryce Dallas Howard, Bonnie Hunt, Ashley Judd, Sharon Maguire",6.6
"Don Argott, Sheena M. Joyce",6.9
"Joe Brewster, Michele Stephenson",6.3
"Carl Deal, Tia Lessin",6.5
"Jimmy Chin, Elizabeth Chai Vasarhelyi",6.5
"Andrew Droz Palermo, Tracy Droz Tragos",6.0
"Inese Klava, Ivars Zviedris",6.5
"Steve Brown, Jessie Deeter",6.5
"Al Reinert, John Dean, Nellie Gonzalez",7.1
"Sean Fine, Andrea Nix",6.5
"Artyom Aksyonenko, Sarik Andreasyan, Anton Bormatov, Dmitriy Grachev, Klim Poplavskiy",4.9
"Aleksandr Baranov, Dmitriy Kiselev",6.5
"Henry Joost, Ariel Schulman",6.5
"Ben Safdie, Joshua Safdie",6.1
"Phelim McAleer, Ann McElhinney, Magdalena Segieda",6.5
"Leslie Small, Tim Story",5.9
"Kathy Brew, Roberto Guerra",6.5
"David Salzberg, Christian Tureaud",
"Ian McDonald, Geetha J",6.5
"Zach Ingrasci, Sean Leonard, Chris Temple",6.5
"Kristian Manchester, Peter Svatek",5.6
"Jafar Panahi, Kambuzia Partovi",7.5
"Ewan McNicol, Anna Sandilands",6.5
"Kentar� Ohtani, Kei'ichi Sato",6.5
"Joshua Tickell, Rebecca Harrell Tickell",7.0
"Kate Johnston, Shauna MacDonald",6.5
"Kazuchika Kise, Masahiko Murata",7.0
"Zak Bagans, Nick Groff",6.5
"Georgiy Daneliya, Tatiana Ilyina",7.2
"Megan Boyle, Tao Lin",6.5
"Khavn, Khavn",6.5
"Eric Crosland, Dave Mossop",6.5
"Rob Epstein, Jeffrey Friedman",7.5
"David Beilinson, Michael Galinsky, Suki Hawley",6.5
"Adri�n Cardona, David Mu�oz",6.5
"Chris Renaud, Yarrow Cheney",
"Gez Medinger, Robin Schmidt",6.5
"Bandar Albuliwi, Ghazi Albuliwi",6.5
"John Maloof, Charlie Siskel",6.5
"Dean Jones, Dean Jones",6.5
"Joanna Kos-Krauze, Krzysztof Krauze",7.3
"Andy Hamilton, Guy Jenkin",6.6
"H�l�ne Cattet, Bruno Forzani",6.5
"Jean-Pierre Dardenne, Luc Dardenne",6.5
"Marius Balchunas, David Dodson",5.9
"Nana Ekvtimishvili, Simon Gro�",6.5
"Matt Bettinelli-Olpin, Tyler Gillett",6.5
"Dinesh D'Souza, John Sullivan",6.5
"Vinton Heuck, Scooter Tidwell, Todd Waterman",6.5
"Evan Goldberg, Seth Rogen",6.5
"Dominik Spritzendorfer, Elena Tikhonova",6.5
"Kevin Kolsch, Dennis Widmyer",6.5
"Jennifer Finnigan, Jonathan Silverman",6.5
"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap",7.4
"Tal Goldberg, Gal Zelezniak",6.5
"Bjorn-Erik Aschim, Sam Taylor",6.8
"Chris Alstrin, Jimmy Chin, Paul Diffley, Anson Fogel, Josh Lowell, Alex Lowther, Peter Mortimer, Renan Ozturk, Nick Rosen",6.5
"Jacob Bernstein, Nick Hooker",6.5
"Will Lovelace, Dylan Southern",6.5
"Ben Howling, Yolanda Ramke",6.5
"Megumi Nishikura, Lara Perez Takagi",6.5
"Rob Bruce, Scott Gaffney, Murray Wais, Steve Winter, David Zieff",6.5
"Vaclav Dejcmar, Misha Votruba",6.5
"Jericca Cleland, Kevin Munroe",6.1
"Mark Burton, Richard Starzak",6.5
"Simon Hawkins, Zeke Hawkins",6.5
"Devin McGinn, Steve Berg",6.5
"Ben Blaine, Chris Blaine",6.5
"Thomas Roper-Brown, Matt Vancil, Thomas Gofton",6.9
"David Field and George Basha, George Basha",6.5
"Jayson Thiessen, Noelle Benvenuti",6.5
"Garret Daly, Martina McGlynn",6.5
"Chad Stahelski, David Leitch",6.5
"Howard J. Ford, Jonathan Ford",6.5
"Robert K. Bonine, Thomas Crahan",6.5
"Iain Forsyth, Jane Pollard",6.5
"Dallas Richard Hallam, Patrick Horvath",6.5
"Jim O'Rear, Daniel Emery Taylor",6.5
"Rodney Ascher, Julian Barratt, Robert Boocheck, Alejandro Brugu�s, Kristina Buozyte, Alexandre Bustillo, Larry Fessenden, Julian Gilbey, Jim Hosking, Lancelot Oduwa Imasuen, E.L. Katz, Aharon Keshales, Steven Kostanski, Marvin Kren, Juan Mart�nez Moreno, Erik Matti, Julien Maury, Robert Morgan, Chris Nash, Vincenzo Natali, Hajime Ohata, Navot Papushado, Bill Plympton, Dennison Ramalho, Todd Rohal, Jerome Sable, Bruno Samper, Jen Soska, Sylvia Soska, S�ichi Umezawa",
"Shonali Bose, Nilesh Maniyar",7.0
"Jason Friedberg, Aaron Seltzer",6.5
"Tim Kinzy, Andrew Seklir",6.5
"Kate Davis, David Heilbroner",7.1
"Aleksey Chupov, Natalya Merkulova",6.5
"Dominique Abel, Fiona Gordon",6.5
"Steffen Haars, Flip Van der Kuil",6.5
"Spike Brandt, Tony Cervone",6.5
"Devon Downs, Kenny Gage",6.5
"Byron Howard, Rich Moore, Jared Bush",7.0
"Toni Bestard, Marcos Cabot�",6.5
"Petr Kazda, Tom�s Weinreb",6.5
"Julien Fezans, Nico Peltier",6.5
"Daniel Geller, Dayna Goldfine",6.5
"Dan Cutforth, Jane Lipsitz",6.5
"Hiroshi Hamazaki, Takuya Sat�, Kanji Wakabayashi",6.1
"Lionel Steketee, Fabrice Ebou�",6.5
"Ui-seok Jo, Byung-seo Kim",6.5
"Jennifer Prediger, Jess Weixler",6.5
"Samantha Futerman, Ryan Miyamoto",6.5
"Ruben Smit, Mark Verkerk",6.5
"Eric Weber, Sean Devaney",6.5
"Patrick Cederberg, Walter Woodman",6.5
"Nicolas Benamou, Philippe Lacheau",
"Andrew Erwin, Jon Erwin",6.5
"Krishna D.K., Raj Nidimoru",6.5
"Alexandre Castagnetti, Julien Simonet",6.4
"Rob Baard, John Balazs",6.5
"Alexandre Espigares, Laurent Witz",6.5
"Ross Finkel, Trevor Martin, Jonathan Paley",6.5
"Jose Antonio Vargas, Ann Raffaela Lupo",6.5
"Ronit Elkabetz, Shlomi Elkabetz",6.5
"Fernando Schultz, Paulo Schultz",6.5
"Guy Maddin, Evan Johnson",6.7
"Adam Brooks, Matthew Kennedy",6.2
"Craig Newman, Phillip Escott",6.5
"Beth Aala, Mike Myers",6.5
"Simon Helberg, Jocelyn Towne",6.0
"Severin Fiala, Veronika Franz",6.5
"Adil El Arbi, Bilall Fallah",6.5
"Allison Berg, Frank Keraudren",6.5
"David Turner, Lara Zizic",6.5
"Didier Bourdon, Bernard Campan, Pascal L�gitimus",6.0
"Tina Mascara, Guido Santi",6.5
"Jay Lender, Micah Wright",6.5
"Chris Riedell, Nick Riedell",6.5
"Damon Beesley, Iain Morris",6.5
"Stephanie Spray, Pacho Velez",6.5
"Luke Dodd, Michael Whyte",6.5
"Arnaud Larrieu, Jean-Marie Larrieu",6.5
"Chris LaMartina, James Branscome, Shawn Jones, Scott Maccubbin, Lonnie Martin, Matthew Menter, Andy Schoeb",6.3
"Astrid Ovalles, Oriana Oppice",6.5
"Lawrence Ah Mon, Gordon Chan, Kelvin Kwan, Teddy Robin Kwan",6.5
"Jen Soska, Sylvia Soska",6.5
"Jennifer Baichwal, Edward Burtynsky",7.0
"Spike Brandt, Tony Cervone",6.5
"Adam Carolla, Kevin Hench",6.5
"Anthony Bell, Richard Rich",5.7
"Aaron Hann, Mario Miscione",6.5
"Bob Schultz, Robert Conway",5.3
"Levan Gabriadze, Aleksandr Karpilovskiy, Olga Kharina, Dmitriy Kiselev, Aleksandr Kott, Anton Megerdichev, Yekaterina Telegina, Zaur Zaseyev",6.5
"Felix Chong, Alan Mak",6.2
"Nicolas Kleiman, Rob Lindsay",6.5
"Davie Fairbanks, Marc Small",6.5
"Jay Oliva, Ethan Spaulding",7.2
"Rob Ashford, Beth McCarthy-Miller",7.0
"Drew Taylor, Larry Weinstein",6.8
"Jeremy Degruson, Ben Stassen",6.0
"Justin Giddings, Ryan Welsh",6.5
"Steve Sacks, Andrew Duncan, Audu Paden",5.8
"Tal Granit, Sharon Maymon",6.5
"Bruce Bundy, Nigel DeFriez, Jessie Levandov, Robert Malone, Alex Mechanik, Kira Pearson, Jonathan Rosenblit",6.5
"Christopher S. Rech, Brandon Kimber",6.5
"Jos� Corbacho, Juan Cruz",6.5
"Aitor Merino, Amaya Merino",6.5
"Rodolphe Lauga, Manu Payet",6.5
"Bo Burnham, Christopher Storer",6.5
"Kief Davidson, Daniel Junge",7.1
"Kiur Aarma, Hardi Volmer",6.8
"Zachary Barr, Rob Frost, Chuck Fryberger, Bret Lowell, Josh Lowell, Alex Lowther, Peter Mortimer, Nick Rosen, Alex Russek",6.5
"Eric Radomski, Leo Riley",6.1
"Sam Dunn, Reginald Harkema, Scot McFadyen",5.9
"David T. Friendly, Mick Partridge",6.5
"Tomohiko Ito, Alex Von David",6.5
"Daniel Chuba, Mark A.Z. Dipp�, Kyungho Jo",6.1
"Luca Boni, Marco Ristori",6.5
"Felix Fuchssteiner, Katharina Sch�de",6.3
"Ben Cotner, Ryan White",6.9
"David Alvarado, Jason Sussberg",6.5
"Peter D. Hutchison, Kelly Nyks, Jared P. Scott",6.5
"Aaron Katz, Martha Stephens",7.0
"Al Campbell, Marcus Daborn, Graham Proud, Dan Tucker",6.5
"Anne Bogart, Holly Morris",6.5
"Kip Andersen, Keegan Kuhn",6.5
"Fuminori Kizaki, Jonathan Klein",6.9
"Filip Christensen, Even Sigstad",6.5
"Benjamin Turner, Gabe Turner",6.1
"Antonio Santini, Dan Sickles",6.5
"Richard Glatzer, Wash Westmoreland",6.2
"Kenneth Powell, Thomas Edward Seymour",6.5
"Justin Bare, Matthew Miele",6.2
"Siti Kamaluddin, Man-Ching Chan",6.5
"Sofia Carrillo, Mary Harron, Karyn Kusama, Jennifer Chambers Lynch, Jovanka Vuckovic",6.1
"Tony Oliver, Ryuichi Yagi, Takashi Yamazaki",6.6
"Bill Jones, Terry Jones, Ben Timlett",6.6
"Enrico Audenino, Francesco Calabrese",6.5
"Ben Knight, Travis Rummel",6.5
"Faythe Levine, Sam Macon",6.5
"Adam Carolla, Nate Adams",6.5
"Amariah Olson, Obin Olson",6.5
"James Lapine, Autumn DeWilde, Todd Haynes",6.6
"Mike Barth, Jamie Gallant",6.5
"Hiroaki And�, Hajime Katoki, Sh�hei Morita, Katsuhiro �tomo",6.9
"Justin Benson, Aaron Moorhead",6.5
"Shari Springer Berman, Robert Pulcini",6.5
"J�rg Buttgereit, Michal Kosakowski, Andreas Marschall",6.3
"Olivier Nakache, Eric Toledano",6.5
"S�ren H�per, Christian Prettin",6.5
"Thomas Jackson, Charlotte Landelius, Henrik Stockare",6.5
"Toby Genkel, Sean McCormack",6.5
"Ben O'Brien, Alan Resnick",6.5
"Jemaine Clement, Taika Waititi",6.8
"Mike Thurmeier, Galen T. Chu",6.5
"James Kondelik, Jon Kondelik",4.3
"Juanfer Andr�s, Esteban Roel",6.5
"Mario Bava, Alfredo Leone",6.4
"K�ji Masunari, Kazuya Tsurumaki, Hidehito Ueda",6.8
"Christian Desmares, Franck Ekinci",6.5
"Antonio Manetti, Marco Manetti",6.5
"Timo Rose, Andreas Schnaas",6.5
"Hannu-Pekka Bj�rkman, Minna Haapkyl�, Teemu Kaskinen, Elina Knihtil�, Tommi Korpela, Mark Lwoff",6.5
"Isabelle Lavigne, St�phane Thibault",6.5
"Chapman Way, Maclain Way",6.5
"Christopher Caldwell, Zeek Earl",6.5
"Katy Chevigny, Ross Kauffman",7.2
"Sarah-Violet Bliss, Charles Rogers",6.5
"Mari-Lynn C. Evans, Jordan Freeman",6.5
"Tony Gerber, Maxim Pozdorovkin",7.1
"Bryan Carberry, J. Clay Tweel",6.8
"Mike Ambs, Paul Foyder, Gino Roy, Whitfield Scheidegger, Greg Shewchuk",6.5
"Rob Epstein, Jeffrey Friedman",7.5
"Jared Martin, Robert Mrazek",6.5
"Til Schweiger, Lars Gmehling",6.5
"Anthony Russo, Joe Russo",6.5
"Rebecca Chaiklin, Fisher Stevens",6.2
"Gabriel Clarke, John McKenna",6.5
"Nick Read, Mark Franchetti",6.9
"Quinn Marcus, Drew Van Steenbergen",6.5
"Martin Scorsese, David Tedeschi",7.1
"James Hall, Edward Lovelace",6.5
"Robert Gordon, Morgan Neville",6.8
"Ron Clements, John Musker",6.5
"Stevan Filipovic, Mirjana Karanovic",6.4
"Philip Cox, Hikaru Toda",6.5
"Kelsy Abbott, Eric Appel, James Atkinson, Paul Bartunek, Todd Bishop, Stephen Cedars, David Codeglia, Casey Donahue, Fatal Farm, Kate Freund, Matthew Freund, Hank Friedmann, Clint Gage, Ariel Gardner, Paul Isakson, Tom Kauffman, Alex Kavutskiy, Benji Kleiman, Jim Klimek, Jason Makiaris, Timothy Marklevitz, Michael McCafferty, Wendy McColm, Aaron Moles, Nick Mundy, Dan Murrell, John Olsen, Ben Pluimer, Wade Randolph, Kyle Reiter, Ryan Ridley, Dan Riesser, J.D. Ryznar, Joshua Sasson, David Seger, Duncan Skiles, Tyler Spiers, Spencer Strauss, Erni Walker, Jon Watts, Brian Wysol, Scott Yacyshyn, Zach Zdziebko, Mike Manasewitsch",6.5
"Jayson Thiessen, Ishi Rudell",
"Heidi Burkey, Tim Larson",6.5
"Rachael Moriarty, Peter Murphy",6.5
"Henry Joost, Ariel Schulman",6.5
"Manny Rodriguez, Jay Lavender",7.0
"Andrew Mogel, Jarrad Paul",6.5
"Sasha King, Brian O'Donnell",6.5
"Michael Hewitt, Dermot Lavery",6.5
"Jeremy Coon, Tim Skousen",6.4
"Glenn Ficarra, John Requa",6.5
"Luis Lopez, J. Clay Tweel",6.8
"Neal Fischer, Del Harvey",6.5
"William Lau, Sylvain Blais",6.2
"Jeremy Chipper, Mike Smith, John Paul Tremblay, Robb Wells",6.5
"Johnny Burke, Andrew Hinton",6.5
"Peter Pau, Tianyu Zhao",5.6
"Bill Guttentag, Michael Ware",6.0
"Mania Akbari, Mark Cousins",7.2
"Mike Smith, John Paul Tremblay, Robb Wells, Jason Eisener",6.6
"Ole Gi�ver, Marte Vold",6.1
"Paolo Taviani, Vittorio Taviani",6.5
"Mike Smith, John Paul Tremblay, Robb Wells, Jeremy Harty, Gary Howsam",6.5
"Inna Evlannikova, Aleksander Khramtsov, Vadim Sotskov",6.5
"Travis Collins, Am�lie Ravalec",6.5
"Damien Mac�, Alexis Wajsbrot",6.5
"Dustin Mckenzie, Andrew Duncan, Audu Paden",5.8
"Lok Man Leung, Lok Man Leung, Kim-Ching Luk, Kim-Ching Luk",6.5
"Lucille Celic, George McCann",6.5
"Nick Fenton, Peter Strickland",6.6
"Joseph Pelling, Becky Sloan",6.5
"Michael Bidinger, Michelle Kwon",6.5
"Alejo Moguillansky, Fia-Stina Sandlund",6.5
"Kate Davis, David Heilbroner",7.1
"Sam Cullman, Jennifer Grausman, Mark Becker",6.9
"Michael Dunaway, Tara Wood",6.5
"Marie Amachoukeli-Barsacq, Claire Burger, Samuel Theis",6.5
"Mark Linfield, Alastair Fothergill",6.5
"Derik Murray, David Ray",6.7
"Rania Attieh, Daniel Garcia",6.5
"Chad L. Scheifele, Chad L. Scheifele",6.5
"Yu Baimei, Chao Deng",6.5
"Fran�ois Simard, Anouk Whissell, Yoann-Karl Whissell",6.5
"Juliano Ribeiro Salgado, Wim Wenders",6.7
"Wiam Bedirxan, Ossama Mohammed",6.5
"Ben Safdie, Joshua Safdie",6.1
"Grant Harvey, Steven Hoban, Brett Sullivan",6.3
"Jason Kovacsev, Matt Mamula",6.5
"Corey Asraf, John Swab",6.5
"Tomm Jacobsen, Michael Rousselet, Jon Salmon",6.5
"Deane Taylor, Noel Cleary, Alexs Stadermann, Alex Weight",6.4
"Justin Benson, Gregg Bishop, Aaron Moorhead, Marcel Sarmiento, Nacho Vigalondo",6.0
"Jesse Baget, Adri�n Cardona, Rafa Dengr�, Luke Guidici, Phil Haine, Peter Horn, Jared Marshall, Cameron McCulloch, David Mu�oz, Adam O'Brien, Zachary Ramelan, Paul Shrimpton, Vedran Marjanovic Wekster, Tommy Woodard",6.4
"Geoffrey Orthwein, Andrew Sullivan",6.5
"Qaushiq Mukherjee, Nikon",6.5
"Dan Berk, Robert Olsen",6.5
"Tom Jenkinson, Rich Peppiatt",6.5
"Paola di Florio, Lisa Leeman",6.7
"Jen Soska, Sylvia Soska",6.5
"Andrey Galat, Maxim Volkov",6.5
"Jeff Cerulli, Barry Rothbart",6.5
"Louis Clichy, Alexandre Astier",6.2
"Andres Maimik, Katrin Maimik",6.5
"Garin Hovannisian, Alec Mouhibian",6.5
"Peter Mortimer, Nick Rosen, Josh Lowell",6.5
"Andr�s D�si, G�bor M�ray",6.5
"Victor Dal Chele, Alfred Gimeno, Audu Paden",5.8
"Paolo Casalis, Tiziano Gaia",6.5
"Maximilian Elfeldt, Jeff Newman",6.5
"Sophie Robinson, Lotje Sodderland",6.5
"Toby Genkel, Reza Memari",6.5
"William Lau, Sylvain Blais",6.2
"Zach Ingrasci, Chris Temple",6.5
"Humberto Rosa, Thairon Mendes",6.5
"Amariah Olson, Obin Olson",6.5
"Anthony Baldino, Ryan Lacen",6.5
"Alexandre Heboyan, Beno�t Philippon",6.5
"Giacomo Ciarrapico, Mattia Torre, Luca Vendruscolo",6.5
"Eric Idle, Aubrey Powell",6.6
"Timur Bekmambetov, Yuriy Bykov, Aleksandr Karpilovskiy, Dmitriy Kiselev, Aleksandr Kott",6.8
"Eshom Nelms, Ian Nelms",6.5
"Jay Bauman, Mike Stoklasa",6.5
"Phil Guidry, Simon Herbert, David Whelan",6.5
"Ruby Larocca, Rich Mallery",6.5
"Jon Gara�o, Jose Mari Goenaga",6.5
"Jesse Holland, Andy Mitton",6.5
"Cem Kaya, Cem Kaya",6.5
"Brent Hodge, Derik Murray",6.1
"Michael Haertlein, Jonathan Yi",6.5
"Michael Rasmussen, Shawn Rasmussen",6.5
"Whitney Horn, Lev Kalman",6.5
"Nick Kozakis, Kosta Ouzas",6.5
"Ma�ra B�hler, Matias Mariani",6.5
"Kristina Grozeva, Petar Valchanov",6.5
"Akiva Schaffer, Jorma Taccone",5.8
"Michael Beach Nichols, Christopher K. Walker",6.5
"Sean Evans, Roger Waters",6.5
"Rob Ashford, Glenn Weiss",6.5
"Andreas Climent, Andr� Hedetoft",6.5
"Timon Birkhofer, J�rg M. Kundinger",6.5
"Kristina Goolsby, Ashley York",6.5
"Osmany Rodriguez, Matt Villines",6.5
"Spike Brandt, Tony Cervone",6.5
"Chris Buck, Jennifer Lee",6.5
"Adil El Arbi, Bilall Fallah",6.5
"Arnaud Larrieu, Jean-Marie Larrieu",6.5
"Jonathan Baker, Josh Baker",6.5
"Aaron Nee, Adam Nee",6.5
"Lisandra Rivera, Manolo Sarmiento",6.5
"Ficarra, Picone",6.5
"Serge Bromberg, Eric Lange",6.5
"Frida Barkfors, Lasse Barkfors",6.5
"Andreas Dalsgaard, Vivana Gomez, Viviana G�mez Echeverry, Nicolas Servide",6.7
"Brad Barber, Scott Christopherson",6.5
"Miguel Drake-McLaughlin, Jonny Leahan",6.5
"Aaron Keeling, Austin Keeling",6.5
"Cavi Borges, Luciano Vidigal",6.5
"Marcus Vetter, Karin Steinberger",6.5
"Jori Hulkkonen, Jimi Tenor",6.5
"Erzs�bet R�cz, Anders �stergaard",7.2
"Mark Helenowski, Kevin Pang",6.5
"Dan Fraga, William Lau, Sylvain Blais",6.3
"Mark Caballero, Seamus Walsh",6.5
"Petra Costa, Lea Glob",7.1
"Darren Lynn Bousman, Axelle Carolyn, Adam Gierasch, Andrew Kasch, Neil Marshall, Lucky McKee, Mike Mendez, Dave Parker, Ryan Schifrin, John Skipp, Paul Solet",5.6
"Andrew Erwin, Jon Erwin",6.5
"David Osit, Malika Zouhali-Worrall",6.5
"Pablo Alvarez, Tony Massil",6.5
"Rob Dipple, Robb Dipple",6.5
"Bill Ross IV, Turner Ross",6.5
"Katsuyuki Motohiro, Naoyoshi Shiotani",6.9
"Sara Newens, Mina T. Son",6.5
"Vivek Agnihotri, Anubhav Sinha",5.2
"Aldo, Morgan Bertacca, Giacomo, Giovanni",6.5
"Martin Butler, Bentley Dean",6.5
"Ari Issler, Ben Snyder",6.5
"Susan Lambert, Stefan Moore",6.5
"Jeremy Gillespie, Steven Kostanski",6.1
"Maxime Govare, No�mie Saglio",6.5
"Albert Maysles, Lynn True, David Usui, Nelson Walker III, Benjamin Wu",6.5
"Hideaki Anno, Shinji Higuchi",6.5
"Lisa Addario, Joe Syracuse",6.5
"Jacques Perrin, Jacques Cluzaud",6.5
"Ben O'Brien, Alan Resnick",6.5
"J�rg A. Hoppe, Heiko Lange, Klaus Maeck",6.7
"�zcan Deniz, Reyhan Pekar",6.0
"Arthur Delaire, Quentin Reynaud",6.5
"Alexandria Bombach, Mo Scarpelli",6.5
"Kazuchika Kise, Kazuya Nomura",7.0
"Anders Helgeson, Karin af Klintberg",6.5
"Thomas Kail, Alex Rudzinski",6.5
"Lyric R. Cabral, David Felix Sutcliffe",6.5
"Jill Bauer, Ronna Gradus",6.5
"Pontus Kl�nge, Walter S�derlund",7.2
"Nicolas Benamou, Philippe Lacheau",
"Wesley Chan, Philip Wang",6.5
"Adam Egypt Mortimer, Dennis Widmyer, Anthony Scott Burns, Matt Johnson, Kevin Kolsch, Nicholas McCarthy, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart",6.1
