released,genre,director,nota_imdb
2000,Ação,Armand Mastroianni,5.1
2000,Ação,"Damian Lee, Jim Wynorski",3.1
2000,Ação,Guy Manos,5.2
2000,Ação,Guy Manos,5.2
2000,Ação,Stanley Tong,5.3
2000,"Ação, Aventura, Comédia",Courtney Solomon,3.6
2000,"Ação, Aventura, Comédia",Dale Resteghini,1.7
2000,"Ação, Aventura, Comédia",Doug Lefler,4.5
2000,"Ação, Aventura, Comédia",McG,5.5
2000,"Ação, Aventura, Comédia",Tom Dey,6.6
2000,"Ação, Aventura, Crime",Christian Duguay,5.7
2000,"Ação, Aventura, Drama",John Leekley,5.2
2000,"Ação, Aventura, Drama",Martin Campbell,5.8
2000,"Ação, Aventura, Drama",Wolfgang Petersen,6.4
2000,"Ação, Aventura, Família",G�sli Sn�r Erlingsson,6.5
2000,"Ação, Aventura, Fantasia",Douglas Aarniokoski,4.5
2000,"Ação, Aventura, Sci-Fi",Bryan Singer,7.4
2000,"Ação, Aventura, Sci-Fi",Bryan Singer,7.4
2000,"Ação, Aventura, Sci-Fi",Roger Christian,2.4
2000,"Ação, Aventura, Thriller",Clint Eastwood,6.4
2000,"Ação, Aventura, Thriller",John Terlesky,4.8
2000,"Ação, Aventura, Thriller",John Woo,6
2000,"Ação, Comédia, Crime",Anders Thomas Jensen,7.7
2000,"Ação, Comédia, Crime",Donald Petrie,6.1
2000,"Ação, Comédia, Crime",G�rard Krawczyk,6.4
2000,"Ação, Comédia, Crime",Raja Gosnell,5
2000,"Ação, Comédia, Drama",Harry Ralston,5.4
2000,"Ação, Comédia, Drama",Jingle Ma,5.9
2000,"Ação, Comédia, Esporte",Robert Boris,2.2
2000,"Ação, Comédia, Família",Blair Treu,6.6
2000,"Ação, Comédia, Fantasia",Craig Mazin,6
2000,"Ação, Comédia, Fantasia",Rob Spera,3.6
2000,"Ação, Comédia, Romance",Kundan Shah,3
2000,"Ação, Comédia, Romance",Wisit Sasanatieng,7
2000,"Ação, Crime",Damiano Damiani,1.7
2000,"Ação, Crime, Drama",Christopher McQuarrie,6.7
2000,"Ação, Crime, Drama",Hark Tsui,7
2000,"Ação, Crime, Drama",John Frankenheimer,5.7
2000,"Ação, Crime, Drama",Raj KanGuerra,4.6
2000,"Ação, Crime, Drama",Rob Cohen,5.6
2000,"Ação, Crime, Drama",Rodney Gibbons,4.9
2000,"Ação, Crime, Drama",Stephen Kay,5.1
2000,"Ação, Crime, Fantasia",Bharat Nalluri,5
2000,"Ação, Crime, Romance","Oxide Pang Chun, Danny Pang",6.7
2000,"Ação, Crime, Romance",Rakesh Roshan,6.9
2000,"Ação, Crime, Thriller",Aleksey Balabanov,7.9
2000,"Ação, Crime, Thriller",Andrzej Bartkowiak,6.1
2000,"Ação, Crime, Thriller",Antoine Fuqua,5.7
2000,"Ação, Crime, Thriller",Chi-Leung Law,6.8
2000,"Ação, Crime, Thriller",Dominic Sena,6.5
2000,"Ação, Crime, Thriller",John Singleton,5.9
2000,"Ação, Drama",David Giancola,4.2
2000,"Ação, Drama",Dharmesh Darshan,3.7
2000,"Ação, Drama",Lorenzo Doumani,3.8
2000,"Ação, Drama",Ridley Scott,8.5
2000,"Ação, Drama, Crime",Jon Gunn,5.5
2000,"Ação, Drama, Fantasia",Vic Sarin,4.6
2000,"Ação, Drama, Guerra",William Friedkin,6.4
2000,"Ação, Drama, História",Roland Emmerich,7.1
2000,"Ação, Drama, História",Tanit Jitnukul,6.8
2000,"Ação, Drama, Musical",Mansoor Khan,6.1
2000,"Ação, Drama, Romance",Ang Lee,7.9
2000,"Ação, Drama, Romance",Rajkumar Santoshi,6.9
2000,"Ação, Drama, Sci-Fi",Kinji Fukasaku,7.8
2000,"Ação, Drama, Sci-Fi",Sheldon Lettich,3.4
2000,"Ação, Drama, Thriller",Mahesh Manjrekar,6.1
2000,"Ação, Drama, Thriller",Sanjay Gupta,4.7
2000,"Ação, Drama, Thriller",Taylor Hackford,6.2
2000,"Ação, Drama, Thriller",Terry Cunningham,4.6
2000,"Ação, Fantasia, Terror",Ry�hei Kitamura,6.6
2000,"Ação, Guerra",Jonathan Mostow,6.6
2000,"Ação, História",Gakuryu Ishii,6.6
2000,"Ação, Mistério, Sci-Fi",Roger Spottiswoode,5.9
2000,"Ação, Romance",Harry Baweja,4.9
2000,"Ação, Romance, Thriller",Ram Gopal Varma,6.3
2000,"Ação, Sci-Fi",Benny Chan,5.1
2000,"Ação, Sci-Fi",Geoff Murphy,4.4
2000,"Ação, Sci-Fi","M, David Melvin",6.5
2000,"Ação, Sci-Fi, Thriller",Antony Hoffman,5.6
2000,"Ação, Sci-Fi, Thriller",Rodney McDonald,2.6
2000,"Ação, Terror, Sci-Fi",David Twohy,7.1
2000,"Ação, Terror, Sci-Fi",David Twohy,7.1
2000,"Ação, Terror, Sci-Fi",Masaaki Tezuka,6.3
2000,"Ação, Thriller","Eric Norris, Michael Preece",4.7
2000,"Ação, Thriller","Eric Norris, Michael Preece",4.7
2000,"Ação, Thriller",Gordon Chan,6
2000,"Ação, Thriller",Scott Wiper,5.7
2000,"Ação, Thriller",Yossi Wein,5
2000,"Animação, Ação, Aventura","Don Bluth, Gary Goldman, Art Vitello",6.6
2000,"Animação, Ação, Aventura",Kevin Altieri,6.2
2000,"Animação, Ação, Aventura","Mamoru Hosoda, Shigeyasu Yamauchi",5.8
2000,"Animação, Ação, Aventura",Masamitsu Hidaka,6.5
2000,"Animação, Ação, Aventura","Michael Haigney, Kunihiko Yuyama",5.4
2000,"Animação, Ação, Aventura","Michael Haigney, Kunihiko Yuyama",5.4
2000,"Animação, Ação, Aventura",Yoshiaki Kawajiri,7.8
2000,"Animação, Ação, Crime",Curt Geda,7.9
2000,"Animação, Ação, Terror",Hiroyuki Kitakubo,6.7
2000,"Animação, Aventura, Biografia","Rob LaDuca, Robert C, Ramirez",6.5
2000,"Animação, Aventura, Comédia","Bibo Bergeron, Don Paul, Jeffrey Katzenberg",6.9
2000,"Animação, Aventura, Comédia",Des McAnuff,4.1
2000,"Animação, Aventura, Comédia",Mark Dindal,7.3
2000,"Animação, Aventura, Comédia",Morio Asaka,7.7
2000,"Animação, Aventura, Comédia","Stefan Fjeldmark, Michael Hegner, Greg ManGuerraing",5.8
2000,"Animação, Aventura, Comédia","Stefan Fjeldmark, Michael Hegner, Greg ManGuerraing",5.8
2000,"Animação, Aventura, Comédia","Stig Bergqvist, Paul Demeyer",6.1
2000,"Animação, Aventura, Drama",Kazuki Ohmori,6.2
2000,"Animação, Aventura, Família",Charles Grosvenor,5.9
2000,"Animação, Aventura, Família","Eric Leighton, Ralph Zondag",6.4
2000,"Animação, Aventura, Fantasia","Michael Coldewey, Michel Lemire",5.4
2000,"Animação, Comédia","Karen Disher, Guy Moore",8.2
2000,"Animação, Comédia, Crime",Per �hlin,6.8
2000,"Animação, Comédia, Drama",Jun Falkenstein,6.3
2000,"Animação, Comédia, Família",Douglas McCarthy,6.4
2000,"Animação, Comédia, Família",Michel Ocelot,7.7
2000,"Animação, Comédia, Família",Phil Roman,4.7
2000,"Animação, Comédia, Mistério",Jim Stenstrum,6.7
2000,"Animação, Comédia, Musical",Not Stated,8.3
2000,"Animação, Comédia, Romance",Yoshiaki Iwasaki,7.3
2000,"Animação, Curta, Comédia",Arthur de Pins,6.8
2000,"Animação, Curta, Comédia",Don Hertzfeldt,8.1
2000,"Animação, Curta, Comédia",Not Stated,7.5
2000,"Animação, Curta, Comédia",Ralph Eggleston,8.2
2000,"Animação, Curta, Drama",Michael Dudok de Wit,7.9
2000,"Animação, Curta, Drama",Mike Nawrocki,7.2
2000,"Animação, Drama, Família","Jim Kammerud, Brian Smith",5.6
2000,"Animação, Família",Bert Ring,6.6
2000,"Animação, Família, Comédia","Peter Lord, Nick Park",7
2000,"Animação, Família, Fantasia",Glen Hill,7.3
2000,"Animação, Família, Fantasia","Owen Hurley, Kris Zimmerman",4.5
2000,"Animação, Família, Musical","Paul Sabella, Phil Mendez",6.1
2000,"Animação, Fantasia","Katsuhiko Nishijima, Tetsuya Watanabe",6.3
2000,"Animação, Sci-Fi",Yasunori Urata,4.9
2000,"Aventura, Animação, Drama","Kazuki Akane, Yoshiyuki Takei",6.8
2000,"Aventura, Biografia, Comédia",Gert de Graaff,7.2
2000,"Aventura, Comédia",Athina Rachel Tsangari,6.2
2000,"Aventura, Comédia",Guel Arraes,8.5
2000,"Aventura, Comédia, Drama",Britt Allcroft,3.5
2000,"Aventura, Comédia, Família",Chris Koch,4.9
2000,"Aventura, Comédia, Família",Kevin Lima,4.8
2000,"Aventura, Comédia, Família",Uli Edel,5.7
2000,"Aventura, Comédia, Romance",Fatih Akin,7.8
2000,"Aventura, Comédia, Romance",Peter Yates,6.2
2000,"Aventura, Drama",Robert Zemeckis,7.7
2000,"Aventura, Drama",Robert Zemeckis,7.7
2000,"Aventura, Drama, Romance",Hugh Hudson,5.5
2000,"Aventura, Drama, Romance",Miguel Alexandre,6.7
2000,"Aventura, Drama, Sci-Fi",Brian De Palma,5.5
2000,"Aventura, Drama, Thriller",Danny Boyle,6.6
2000,"Aventura, Drama, Thriller",Whitney Ransick,5.5
2000,"Aventura, Drama, Thriller",Whitney Ransick,5.5
2000,"Aventura, Família",Giles Foster,6.6
2000,"Aventura, Terror",John Eyres,3.3
2000,"Aventura, Terror, Mistério",Joe Berlinger,4
2000,"Biografia, Comédia, Crime",Andrew Dominik,7.2
2000,"Biografia, Comédia, Drama",James Frawley,6.9
2000,"Biografia, Comédia, Drama",Jan Sch�tte,6.3
2000,"Biografia, Comédia, Drama",Markku P�l�nen,6
2000,"Biografia, Comédia, Romance",Andrew Bergman,5.3
2000,"Biografia, Crime, Drama",Benoît Jacquot,6.2
2000,"Biografia, Crime, Drama",Chuck Parello,5.6
2000,"Biografia, Crime, Drama",Chuck Parello,5.6
2000,"Biografia, Crime, Drama",Jean-Pierre Denis,7.1
2000,"Biografia, Crime, Drama",Marco Tullio Giordana,7.7
2000,"Biografia, Drama",Aleksey Uchitel,7.3
2000,"Biografia, Drama",Ed Harris,7
2000,"Biografia, Drama",Emilio Estevez,5.9
2000,"Biografia, Drama",Emilio Estevez,5.9
2000,"Biografia, Drama",Fridrik Thor Fridriksson,7.7
2000,"Biografia, Drama","George Tillman Jr,",7.1
2000,"Biografia, Drama",Julian Schnabel,7.3
2000,"Biografia, Drama",Julien Temple,6.6
2000,"Biografia, Drama",Pat Murphy,6
2000,"Biografia, Drama",Philip Kaufman,7.4
2000,"Biografia, Drama",Steven Robman,5.8
2000,"Biografia, Drama",Steven Soderbergh,7.3
2000,"Biografia, Drama, Esporte",Boaz Yakin,7.8
2000,"Biografia, Drama, Família",Kevin Hooks,7.4
2000,"Biografia, Drama, História",Gil Portes,6.6
2000,"Biografia, Drama, História",Raoul Peck,7.2
2000,"Biografia, Drama, História",Robert Harmon,7.2
2000,"Biografia, Drama, Musical",Joseph Sargent,7.4
2000,"Biografia, Drama, Musical",Joseph Sargent,7.4
2000,"Biografia, Drama, Musical",Leon Ichaso,5.5
2000,"Biografia, Drama, Musical",Neill Fearnley,6
2000,"Biografia, Drama, Musical",Neill Fearnley,5.9
2000,"Biografia, Drama, Musical",Robert Townsend,6.6
2000,"Biografia, Drama, Romance",Robert Greenwald,6.4
2000,"Biografia, Drama, Romance",Roland Joff�,6.6
2000,"Biografia, Terror, Thriller",Joe Chappelle,6.3
2000,Comédia,Aileen Ritchie,6.3
2000,Comédia,Aleksi Vellis,5.8
2000,Comédia,Barry Levinson,6.3
2000,Comédia,"Bobby Farrelly, Peter Farrelly",6.5
2000,Comédia,Carlo Mazzacurati,6.7
2000,Comédia,Carlo Verdone,5.5
2000,Comédia,Christopher Guest,7.5
2000,Comédia,Dalibor Matanic,6.5
2000,Comédia,Danny Leiner,5.5
2000,Comédia,David Kane,6.4
2000,Comédia,David Ondrícek,7.7
2000,Comédia,Del Shores,6.8
2000,Comédia,Detlev Buck,6.3
2000,Comédia,DJ Pooh,3.9
2000,Comédia,Dudi Appleton,5.2
2000,Comédia,Eldar Ryazanov,4.8
2000,Comédia,Ere Kokkonen,5.4
2000,Comédia,Frank Novak,6.8
2000,Comédia,Gary Burns,7
2000,Comédia,G�rard Jugnot,6.1
2000,Comédia,Imogen Kimmel,5.2
2000,Comédia,Jay Roach,7
2000,Comédia,Jeanne Labrune,6.3
2000,Comédia,John Blanchard,3.9
2000,Comédia,John Hamilton,5
2000,Comédia,Joon-ho Bong,7.1
2000,Comédia,Joon-ho Bong,7.1
2000,Comédia,"Karra Elejalde, Fernando Guill�n Cuervo",4.3
2000,Comédia,Katsuhito Ishii,6.5
2000,Comédia,Keenen Ivory Wayans,6.2
2000,Comédia,Keenen Ivory Wayans,6.2
2000,Comédia,Keith Truesdell,6.9
2000,Comédia,Kjell Sundvall,3.3
2000,Comédia,Lucho Bender,7.3
2000,Comédia,Marco Petry,6.3
2000,Comédia,Mark Rosman,6
2000,Comédia,Michael Lange,4.8
2000,Comédia,"M�rten Knutsson, Torkel Knutsson",5.1
2000,Comédia,Pascal Jongen,3.9
2000,Comédia,"Peter Askin, Douglas McGrath",5.4
2000,Comédia,Philippe Falardeau,7.1
2000,Comédia,Reginald Hudlin,5.1
2000,Comédia,Roman Kachanov,7.6
2000,Comédia,"Sidney J, Furie",3.9
2000,Comédia,Sophie Filli�res,5.7
2000,Comédia,Stephen Kessler,6.1
2000,Comédia,Steve Carr,6
2000,Comédia,Todd Phillips,6.5
2000,Comédia,"Victor Kargan, Steve Agee, Kelly Aluise, Susan Johnson, Alex Mebane, Mark Mower, Sammy Primero, Alec Tuckman",1.7
2000,Comédia,Yahoo Serious,4.2
2000,"Comédia, Crime","Dominic Anciano, Ray Burdis",6.5
2000,"Comédia, Crime",Guy Ritchie,8.3
2000,"Comédia, Crime",Jonathan Lynn,6.7
2000,"Comédia, Crime",Michael Addis,5.1
2000,"Comédia, Crime",Nigel Cole,6.9
2000,"Comédia, Crime",Nora Ephron,5
2000,"Comédia, Crime",Olaf Lubaszenko,7.7
2000,"Comédia, Crime","Pontus L�wenhielm, Patrick von Krusenstjerna",6.2
2000,"Comédia, Crime","Scott Alexander, Larry Karaszewski",5.7
2000,"Comédia, Crime","Scott Alexander, Larry Karaszewski",5.7
2000,"Comédia, Crime",Thaddeus O'Sullivan,6.4
2000,"Comédia, Crime",Tomas Ryberger,4.4
2000,"Comédia, Crime",Woody Allen,6.7
2000,"Comédia, Crime",Woody Allen,6.7
2000,"Comédia, Crime, Drama",Henry Bromell,6.8
2000,"Comédia, Crime, Drama",Myles Connell,5.8
2000,"Comédia, Crime, Drama",Neil LaBute,6.3
2000,"Comédia, Crime, Família",Craig Shapiro,4.9
2000,"Comédia, Crime, Fantasia",SABU,7.5
2000,"Comédia, Crime, Mistério",Alan Rudolph,5
2000,"Comédia, Crime, Musical","Joel Coen, Ethan Coen",7.8
2000,"Comédia, Crime, Musical","Joel Coen, Ethan Coen",7.8
2000,"Comédia, Crime, Romance",Eric Blakeney,5.7
2000,"Comédia, Crime, Romance",Joel Hershman,6.9
2000,"Comédia, Crime, Terror",�lex de la Iglesia,7.4
2000,"Comédia, Crime, Thriller",John Waters,6.2
2000,"Comédia, Crime, Thriller",Priyadarshan,8.5
2000,"Comédia, Documentário",Joel Gallen,7.6
2000,"Comédia, Documentário",Spike Lee,6.6
2000,"Comédia, Documentário, Drama","Mark Benjamin, Danny Hoch",7.8
2000,"Comédia, Drama",Adam Collis,5.7
2000,"Comédia, Drama",Adam Collis,5.7
2000,"Comédia, Drama","Aldo, Giacomo, Giovanni, Massimo Venier",6.9
2000,"Comédia, Drama",Anne-Sophie Birot,6
2000,"Comédia, Drama",Benoît Jacquot,6.3
2000,"Comédia, Drama",Betty Thomas,6
2000,"Comédia, Drama",Colin Nutley,4.8
2000,"Comédia, Drama",Conor McPherson,7.6
2000,"Comédia, Drama",Curtis Hanson,7.4
2000,"Comédia, Drama",David Mamet,6.8
2000,"Comédia, Drama",Diane Keaton,4.7
2000,"Comédia, Drama",Geir Hansteen Jorgensen,7.5
2000,"Comédia, Drama",Gene Cajayon,6.6
2000,"Comédia, Drama",Griffin Dunne,5.8
2000,"Comédia, Drama",Jerzy Stuhr,7.2
2000,"Comédia, Drama",Lech Majewski,7.2
2000,"Comédia, Drama",Lisa Krueger,5.2
2000,"Comédia, Drama",Mark Herman,6.7
2000,"Comédia, Drama",Marzieh Makhmalbaf,7.3
2000,"Comédia, Drama",Max Mitchell,5.7
2000,"Comédia, Drama",Michael Kalesniko,7
2000,"Comédia, Drama",Miguel Arteta,6.6
2000,"Comédia, Drama",Rob Sitch,7.3
2000,"Comédia, Drama",Roy Andersson,7.7
2000,"Comédia, Drama",Sang-soo Hong,7.2
2000,"Comédia, Drama",Shirley MacLaine,6.2
2000,"Comédia, Drama",Simon Cellan Jones,6.7
2000,"Comédia, Drama",Stephen Metcalfe,5.8
2000,"Comédia, Drama",Tinto Brass,5.6
2000,"Comédia, Drama",Yimou Zhang,7.5
2000,"Comédia, Drama, Esporte",John Hay,6.6
2000,"Comédia, Drama, Esporte",Yongyoot Thongkongtoon,6.9
2000,"Comédia, Drama, Família",Bill Corcoran,5.8
2000,"Comédia, Drama, Família",Greg Beeman,6.2
2000,"Comédia, Drama, Família",Steve Barron,6
2000,"Comédia, Drama, Família",Steve Barron,6
2000,"Comédia, Drama, Fantasia",Ben Hopkins,7.1
2000,"Comédia, Drama, Fantasia",Brett Ratner,6.7
2000,"Comédia, Drama, Fantasia",Harry Sinclair,6.8
2000,"Comédia, Drama, Fantasia",Jan Svankmajer,7.4
2000,"Comédia, Drama, Guerra",Jan Hrebejk,7.8
2000,"Comédia, Drama, Guerra",Wen Jiang,8.2
2000,"Comédia, Drama, Mistério",Dominik Moll,7.2
2000,"Comédia, Drama, Musical",Bruce Paltrow,6
2000,"Comédia, Drama, Musical",David McNally,5.6
2000,"Comédia, Drama, Musical",Dominique Deruddere,7
2000,"Comédia, Drama, Musical",Graeme Campbell,6.1
2000,"Comédia, Drama, Musical",Raj KanGuerra,5.1
2000,"Comédia, Drama, Musical",Spike Lee,6.4
2000,"Comédia, Drama, Musical",Stephen Daldry,7.7
2000,"Comédia, Drama, Musical",Stephen Frears,7.6
2000,"Comédia, Drama, Musical",Susanne Bier,5.1
2000,"Comédia, Drama, Musical",Susanne Bier,5.1
2000,"Comédia, Drama, Romance",Agnès Jaoui ,7.2
2000,"Comédia, Drama, Romance",Barnet Kellman,5
2000,"Comédia, Drama, Romance",Bonnie Hunt,6.9
2000,"Comédia, Drama, Romance",Cesc Gay,6.9
2000,"Comédia, Drama, Romance",Clara Law,7.1
2000,"Comédia, Drama, Romance",David Raynr,5.5
2000,"Comédia, Drama, Romance",Dein Perry,6.2
2000,"Comédia, Drama, Romance",Dein Perry,6.2
2000,"Comédia, Drama, Romance",EdGuerrad Norton,6.4
2000,"Comédia, Drama, Romance",François Ozon,6.9
2000,"Comédia, Drama, Romance",Gabriele Salvatores,6.6
2000,"Comédia, Drama, Romance",Gary Winick,6.3
2000,"Comédia, Drama, Romance",Greg Berlanti,7
2000,"Comédia, Drama, Romance",Jamie Yerkes,6
2000,"Comédia, Drama, Romance","Jed Mortenson, Richard Speight Jr,",5.6
2000,"Comédia, Drama, Romance",Jenniphr Goodman,6.8
2000,"Comédia, Drama, Romance",John Schlesinger,4.7
2000,"Comédia, Drama, Romance",Josef Fares,6.9
2000,"Comédia, Drama, Romance",Juan Carlos Tab�o,7.1
2000,"Comédia, Drama, Romance",Kris Isacsson,4.9
2000,"Comédia, Drama, Romance",Laurent Firode,6.9
2000,"Comédia, Drama, Romance",Lone Scherfig,7.1
2000,"Comédia, Drama, Romance",Lukas Moodysson,7.5
2000,"Comédia, Drama, Romance",Matt Williams,6.8
2000,"Comédia, Drama, Romance",Nana Dzhordzhadze,6.8
2000,"Comédia, Drama, Romance","Olivier Ducastel, Jacques Martineau",7
2000,"Comédia, Drama, Romance",Pierre-Paul Renders,7.1
2000,"Comédia, Drama, Romance",Raymond De Felitta,7.3
2000,"Comédia, Drama, Romance",Robert Altman,4.6
2000,"Comédia, Drama, Romance",Robert Altman,4.6
2000,"Comédia, Drama, Romance",Robert Iscove,5.3
2000,"Comédia, Drama, Romance",Robert Iscove,5.3
2000,"Comédia, Drama, Romance",Tamra Davis,6.4
2000,"Comédia, Drama, Romance","Yolanda Garc�a Serrano, Juan Luis Iborra",7.2
2000,"Comédia, Esporte",Brian Robbins,5.3
2000,"Comédia, Esporte",Brian Robbins,5.3
2000,"Comédia, Esporte",HoGuerrad Deutch,6.5
2000,"Comédia, Esporte",Jee-woon Kim,7.1
2000,"Comédia, Esporte",Jee-woon Kim,7.1
2000,"Comédia, Esporte",Peyton Reed,5.9
2000,"Comédia, Família",Greg Beeman,5.9
2000,"Comédia, Família, Esporte",Robert Vince,3.7
2000,"Comédia, Família, Esporte",Robert Vince,3.7
2000,"Comédia, Família, Fantasia","Jeffrey W, Byrd",6.1
2000,"Comédia, Família, Fantasia","Jeffrey W, Byrd",6.1
2000,"Comédia, Família, Fantasia",Jon Turteltaub,6
2000,"Comédia, Família, Fantasia",Mark Rosman,5.6
2000,"Comédia, Família, Fantasia",Ron HoGuerrad,6
2000,"Comédia, Família, Fantasia",Scott Zakarin,4.9
2000,"Comédia, Família, Fantasia",Steve Boyum,5.8
2000,"Comédia, Família, Romance",Brian Levant,3.6
2000,"Comédia, Família, Sci-Fi",Manny Coto,6.3
2000,"Comédia, Família, Sci-Fi",Robert Townsend,5.4
2000,"Comédia, Família, Terror",Michael Grossman,7.9
2000,"Comédia, Fantasia",Alfonso Arau,4.7
2000,"Comédia, Fantasia",Marc Rothemund,4.9
2000,"Comédia, Fantasia",Steven Brill,5.3
2000,"Comédia, Fantasia",William Dear,5.2
2000,"Comédia, Fantasia, Romance",Fina Torres,5.2
2000,"Comédia, Fantasia, Romance",Harold Ramis,5.9
2000,"Comédia, Fantasia, Romance",Nancy Meyers,6.4
2000,"Comédia, Fantasia, Romance",Peter Segal,4.3
2000,"Comédia, Fantasia, Terror",Michael Cooney,3.7
2000,"Comédia, Fantasia, Terror",Michael Cooney,3.7
2000,"Comédia, Fantasia, Terror",Mike Mendez,5
2000,"Comédia, História",Gabriel Aghion,6.1
2000,"Comédia, Mistério, Thriller",Wolfgang Murnberger,7.8
2000,"Comédia, Musical",Ed Bye,5.3
2000,"Comédia, Musical",Ed Bye,5.3
2000,"Comédia, Musical",Mahesh Manjrekar,4.8
2000,"Comédia, Musical, Fantasia",Richard Schenkman,6.4
2000,"Comédia, Musical, Romance",Patrik-Ian Polk,6.7
2000,"Comédia, Romance",Amos Kollek,6.5
2000,"Comédia, Romance",Amy Heckerling,5.2
2000,"Comédia, Romance",Baltasar Kormákur,6.9
2000,"Comédia, Romance","Ben Elton, Hugh Laurie",5.7
2000,"Comédia, Romance",Brad Anderson,7.3
2000,"Comédia, Romance",Emmanuel Mouret,5.4
2000,"Comédia, Romance",Gerard Stembridge,6
2000,"Comédia, Romance",John Forte,6
2000,"Comédia, Romance",John Forte,6
2000,"Comédia, Romance",John Kaye,5.6
2000,"Comédia, Romance",Jos� Luis Valenzuela,3.6
2000,"Comédia, Romance","Kieron J, Walsh",6.7
2000,"Comédia, Romance",Michael Davis,5.9
2000,"Comédia, Romance","Peter M, Cohen",4.4
2000,"Comédia, Romance",Piotr Weresniak,4.9
2000,"Comédia, Romance",Renos Haralambidis,7.5
2000,"Comédia, Romance",Sharon von Wietersheim,5.7
2000,"Comédia, Romance",Silvio Soldini,7.4
2000,"Comédia, Romance",Steven Feder,5.7
2000,"Comédia, Romance, Drama",Bruno Barreto,6.5
2000,"Comédia, Romance, Drama",Valerie Breiman,6.3
2000,"Comédia, Sci-Fi","Allan A, Goldstein",3.3
2000,"Comédia, Sci-Fi",Mike Nichols,5.6
2000,"Comédia, Terror","George A, Romero",5.2
2000,"Comédia, Terror",Higuchinsky,6.3
2000,"Comédia, Terror, Mistério",Geoffrey Wright,5
2000,"Comédia, Terror, Mistério",Robert Lee King,6.3
2000,"Comédia, Terror, Sci-Fi",Lloyd Kaufman,6.4
2000,"Comédia, Terror, Sci-Fi",Richard Clabaugh,3.7
2000,"Comédia, Terror, Thriller","James D,R, Hickox",3.3
2000,"Comédia, Terror, Thriller","James D,R, Hickox",3.3
2000,"Comédia, Terror, Thriller",Po-Chih Leong,5.7
2000,"Comédia, Thriller, Crime",Bill Eagles,5.9
2000,"Comédia, Thriller, Terror",Kimble Rendall,4.1
2000,"Crime, Comédia",Michael Dinner,5.6
2000,"Crime, Drama",Adrian Pasdar,7.9
2000,"Crime, Drama",Christopher Menaul,5.8
2000,"Crime, Drama",Ki-duk Kim,6.1
2000,"Crime, Drama",Laurence Fishburne,5.3
2000,"Crime, Drama",Olli Saarela,6
2000,"Crime, Drama",Olli Saarela,6
2000,"Crime, Drama",Oz Scott,5.1
2000,"Crime, Drama",Oz Scott,5.1
2000,"Crime, Drama",Steve Buscemi,6.6
2000,"Crime, Drama, Ação",Robert Adetuyi,4.4
2000,"Crime, Drama, Esporte",Eric Laneuville,7.3
2000,"Crime, Drama, História",Eric Till,6.4
2000,"Crime, Drama, História",Eric Till,6.4
2000,"Crime, Drama, Mistério",Claude Chabrol,6.7
2000,"Crime, Drama, Mistério",Kathryn Bigelow,6
2000,"Crime, Drama, Mistério",Paul Marcus,5.3
2000,"Crime, Drama, Musical",Lars von Trier,8
2000,"Crime, Drama, Romance",Barbet Schroeder,6.9
2000,"Crime, Drama, Romance",Bob Giraldi,7.3
2000,"Crime, Drama, Romance",James Gray,6.4
2000,"Crime, Drama, Romance",Marcelo Pi�eyro,7.3
2000,"Crime, Drama, Sci-Fi",Gregory Hoblit,7.3
2000,"Crime, Drama, Sci-Fi",Gregory Hoblit,7.3
2000,"Crime, Drama, Terror",Chuck Russell,5
2000,"Crime, Drama, Terror",Karim Hussain,5.4
2000,"Crime, Drama, Terror",Rodney Gibbons,6.1
2000,"Crime, Drama, Thriller",Ben Younger,7
2000,"Crime, Drama, Thriller",Ben Younger,7
2000,"Crime, Drama, Thriller",Bryan Johnson,5.3
2000,"Crime, Drama, Thriller",Eric Rochant,6.4
2000,"Crime, Drama, Thriller",Fabián Bielinsky,7.9
2000,"Crime, Drama, Thriller",Hamlet Sarkissian,4.9
2000,"Crime, Drama, Thriller",Joe Chappelle,6.3
2000,"Crime, Drama, Thriller",John Irvin,6
2000,"Crime, Drama, Thriller",John Irvin,6
2000,"Crime, Drama, Thriller",Paul McGuigan,6.8
2000,"Crime, Drama, Thriller",Seth Zvi Rosenfeld,6.1
2000,"Crime, Drama, Thriller",Stephen Hopkins,6.5
2000,"Crime, Drama, Thriller",Steven Soderbergh,7.7
2000,"Crime, Drama, Thriller",Takashi Miike,7
2000,"Crime, Drama, Thriller",Takashi Miike,6.5
2000,"Crime, Drama, Thriller",Takashi Miike,6.5
2000,"Crime, Drama, Thriller",Takeshi Kitano,7.2
2000,"Crime, Drama, Thriller","Virginie Despentes, Coralie",4.5
2000,"Crime, Mistério, Comédia",Nick Gomez,5.6
2000,"Crime, Mistério, Thriller",Hideo Nakata,6.7
2000,"Crime, Mistério, Thriller",Mathieu Kassovitz,6.9
2000,"Crime, Mistério, Thriller",Samantha Lang,5.1
2000,"Crime, Terror, Mistério",Joe Charbanic,5.3
2000,"Crime, Terror, Mistério",Scott Derrickson,5.6
2000,"Crime, Thriller",Jonathan Glazer,7.3
2000,"Crime, Thriller",Terry Winsor,6.1
2000,"Crime, Thriller, Drama",Bernard Rapp,7
2000,"Crime, Thriller, Drama",Rob Walker,5.8
2000,Curta,Guy Maddin,7.8
2000,"Curta, Ação, Comédia","Stefan Prehn, J�rg Wagner",8
