released,genre,director,nota_imdb
2002,"Comédia, Romance, Crime",Bix Skahill,3.9
2002,"Comédia, Romance, Drama",Dan Ireland,6.2
2002,"Comédia, Romance, Thriller",Marc Munden,5.5
2002,"Comédia, Sci-Fi",Frank Longo,5.7
2002,"Comédia, Terror",Eli Roth,5.6
2002,"Comédia, Terror, Musical",Guy Maddin,7
2002,"Comédia, Terror, Thriller",Rick Rosenthal,4.1
2002,"Comédia, Thriller",Ruedi Gerber,5.7
2002,"Comédia, Thriller, Crime",Vipul Amrutlal Shah,7.5
2002,Crime,SABU,7.2
2002,"Crime, Comédia",John Bradshaw,6
2002,"Crime, Drama",Charles Jarrott,5.4
2002,"Crime, Drama",Chris Eyre,7.2
2002,"Crime, Drama",Daniel Algrant,5.5
2002,"Crime, Drama",EdGuerrad Burns,5.9
2002,"Crime, Drama","Fernando Meirelles, Kátia Lund",8.7
2002,"Crime, Drama","Kai S, Pieck",7.1
2002,"Crime, Drama",Ken Loach,7.5
2002,"Crime, Drama",Lucas Belvaux,7.1
2002,"Crime, Drama",Lukas Moodysson,7.9
2002,"Crime, Drama",Nicolas Cage,5.7
2002,"Crime, Drama",Pablo Trapero,6.9
2002,"Crime, Drama","Paul F, Ryan",7.3
2002,"Crime, Drama",Pavel Lungin,6.8
2002,"Crime, Drama",Spike Lee,7.7
2002,"Crime, Drama, Guerra",Costa-Gavras,7.3
2002,"Crime, Drama, História",Martin Scorsese,7.5
2002,"Crime, Drama, Mistério",Brian De Palma,6.3
2002,"Crime, Drama, Mistério",Carl Franklin,6.3
2002,"Crime, Drama, Mistério",Chris Eyre,7.2
2002,"Crime, Drama, Mistério","D,J, Caruso",7.2
2002,"Crime, Drama, Mistério",Gaspar Noé,7.4
2002,"Crime, Drama, Mistério",Liliana Cavani,6.7
2002,"Crime, Drama, Mistério",Michael Caton-Jones,6.2
2002,"Crime, Drama, Mistério",Michel Welterlin,6.1
2002,"Crime, Drama, Mistério",Nicole Garcia,6.9
2002,"Crime, Drama, Mistério",Paul McGuigan,6.6
2002,"Crime, Drama, Mistério",Robby Henson,6.2
2002,"Crime, Drama, Romance",Claude Lelouch,6.2
2002,"Crime, Drama, Romance",Justin Lin,7.2
2002,"Crime, Drama, Romance",Robert Duvall,5.8
2002,"Crime, Drama, Romance",Tom Tykwer,7.1
2002,"Crime, Drama, Thriller",Adrián Caetano,7.2
2002,"Crime, Drama, Thriller","Allan A, Goldstein",5.3
2002,"Crime, Drama, Thriller",Barbet Schroeder,6.1
2002,"Crime, Drama, Thriller",Barbet Schroeder,6.1
2002,"Crime, Drama, Thriller",Barbet Schroeder,6.1
2002,"Crime, Drama, Thriller",Chan-wook Park,7.7
2002,"Crime, Drama, Thriller",David Anspaugh,5.8
2002,"Crime, Drama, Thriller","Franc, Reyes",6
2002,"Crime, Drama, Thriller",Guy Ferland,8
2002,"Crime, Drama, Thriller",Luis Mandoki,6.2
2002,"Crime, Drama, Thriller",Matt Dillon,6
2002,"Crime, Drama, Thriller",Michael Apted,5.6
2002,"Crime, Drama, Thriller",Neil Jordan,6.6
2002,"Crime, Drama, Thriller",Nick Cassavetes,7
2002,"Crime, Drama, Thriller",Patrice Leconte,7.3
2002,"Crime, Drama, Thriller",Ron Shelton,6.6
2002,"Crime, Drama, Thriller",Sam Mendes,7.7
2002,"Crime, Drama, Thriller",Stephen Frears,7.4
2002,"Crime, Drama, Thriller",Takashi Miike,6.9
2002,"Crime, Drama, Thriller",Tom Shankland,7.4
2002,"Crime, Drama, Thriller",Victor Nunez,5.9
2002,"Crime, Mistério",Aleksandr Adabashyan,6.6
2002,"Crime, Mistério, Drama",Gy�rgy P�lfi,7.2
2002,"Crime, Mistério, Drama",Tom McLoughlin,6.3
2002,"Crime, Mistério, Thriller",Guillaume Nicloux,6.4
2002,"Crime, Mistério, Thriller",Joe Carnahan,7.2
2002,"Crime, Mistério, Thriller","Wai-Keung Lau, Alan Mak",8.1
2002,"Crime, Terror, Mistério",Jim Gillespie,5.2
2002,"Crime, Terror, Mistério",Michael Bafaro,5.8
2002,"Crime, Terror, Mistério",Nick Willing,6.2
2002,"Crime, Terror, Thriller",William Malone,3.3
2002,"Crime, Terror, Thriller",William Malone,3.3
2002,"Crime, Thriller",Brett Ratner,7.2
2002,"Crime, Thriller",Evelyn Purcell,5.3
2002,"Crime, Thriller",Gustavo Lipsztein,4.8
2002,"Crime, Thriller, Ação",Olivier Megaton,5.3
2002,"Crime, Thriller, Drama",Anees Bazmee,6.6
2002,Curta,Deborah Stratman,7.5
2002,Curta,Peter Tscherkassky,6.9
2002,Curta,Trevor Sands,7.5
2002,"Curta, Ação, Aventura",Joe Carnahan,7.7
2002,"Curta, Ação, Aventura",John Woo,7.3
2002,"Curta, Drama",David Lynch,5.7
2002,"Curta, Drama, Guerra",Ahmed Imamovic,7.9
2002,"Curta, Fantasia, Terror",William Hellfire,4.2
2002,Documentário,Agnès Varda,6.9
2002,Documentário,"Alexandra Pelosi, Aaron Lubarsky",6.8
2002,Documentário,"Angela Christlieb, Stephen Kijak",7.1
2002,Documentário,Bill Morrison,7.3
2002,Documentário,Bing Wang,8.5
2002,Documentário,Brent Zacky,7.4
2002,Documentário,Bruce Burgess,6.9
2002,Documentário,"Carles Bosch, Josep Maria Domènech",7.3
2002,Documentário,Charles Atlas,7.3
2002,Documentário,"Christopher Bedford, Shelley Morhaim",5.7
2002,Documentário,"Cristiano Bortone, Nicola Condemi, Vincenzo Cusumano, Flavia Foresti, Juan Gambino, Daniele Mazzocca, Francesco Menghini, Aliocha Merker, Gianni Russo, Guido Votano",7.3
2002,Documentário,"Dana Janklowicz-Mann, Amir Mann",7.1
2002,Documentário,"Daniel B, Gold, Judith Helfand",6.9
2002,Documentário,"David C, Thomas",7.9
2002,Documentário,"Donatello Dubini, Fosco Dubini",7.3
2002,Documentário,Dorian Supin,7.5
2002,Documentário,Eduardo Coutinho,8.3
2002,Documentário,Eugene Jarecki,7.7
2002,Documentário,Gabrielle Baur,6.9
2002,Documentário,Gustav Deutsch,7.8
2002,Documentário,Isaac Julien,6.8
2002,Documentário,James Benning,7.3
2002,Documentário,"James Hanlon, G�d�on Naudet, Jules Naudet",8.4
2002,Documentário,Jeffrey Blitz,7.7
2002,Documentário,Jennifer Baichwal,7.6
2002,Documentário,Jennifer Dworkin,8
2002,Documentário,Jim Hanon,7.6
2002,Documentário,John Junkerman,7
2002,Documentário,"John W, Walter",7.5
2002,Documentário,John Watkin,6.5
2002,Documentário,"John-Paul Davidson, Trudie Styler",7.1
2002,Documentário,"Keith Fulton, Louis Pepe",7.4
2002,Documentário,"Kirby Dick, Amy Ziering",6.5
2002,Documentário,Leni Riefenstahl,7.3
2002,Documentário,Lucy Walker,7.1
2002,Documentário,Mariano Llin�s,7.3
2002,Documentário,Michael Moore,8
2002,Documentário,Olafur Sveinsson,8.3
2002,Documentário,"Omar Al-Qattan, Michael SchGuerraz",7.9
2002,Documentário,Paul Hough,7.2
2002,Documentário,"Rebecca Cammisa, Rob Fruchtman",7.8
2002,Documentário,"Richard Ray Perez, Joan Sekler",7.8
2002,Documentário,Richard Schickel,6.1
2002,Documentário,Rosanna Arquette,6.4
2002,Documentário,Samir,7.6
2002,Documentário,Scott Hamilton Kennedy,7.3
2002,Documentário,Sergei Loznitsa,6.6
2002,Documentário,Sergey Loznitsa,6.7
2002,Documentário,Steve James,8
2002,Documentário,Steve Rosenbaum,7.3
2002,Documentário,Toni Myers,7.5
2002,Documentário,Travis Wilkerson,7.8
2002,"Documentário, Biografia",Damian Pettigrew,7.2
2002,"Documentário, Biografia",Jeroen Berkvens,7.6
2002,"Documentário, Biografia","Malcolm Clarke, Stuart Sender",7.6
2002,"Documentário, Biografia",Martina Kudl�cek,7.2
2002,"Documentário, Biografia","Nanette Burstein, Brett Morgen",7.4
2002,"Documentário, Biografia, Comédia",David Raynr,5.4
2002,"Documentário, Biografia, Crime",Nick Broomfield,7
2002,"Documentário, Biografia, Guerra","André Heller, Othmar Schmiderer",7.3
2002,"Documentário, Comédia",Christian Charles,7
2002,"Documentário, Comédia",Chuck Vinson,6.7
2002,"Documentário, Comédia","Gabriel Friedman, Lloyd Kaufman, Sean McGrath",6.4
2002,"Documentário, Comédia",Jeff Tremaine,6.6
2002,"Documentário, Comédia",Lorene Machado,6.9
2002,"Documentário, Comédia","Marty Callner, Bill Crooks",8.5
2002,"Documentário, Comédia",Not Stated,6.7
2002,"Documentário, Comédia, Musical","Nick Doob, Chris Hegedus, Rick McKay, D,A, Pennebaker, Andy Picheta",8.4
2002,"Documentário, Comédia, Musical","Nick Doob, Chris Hegedus, Rick McKay, D,A, Pennebaker, Andy Picheta",8.4
2002,"Documentário, Crime","Jos� Padilha, Felipe Lacerda",7.9
2002,"Documentário, Curta",Sergey Loznitsa,6.9
2002,"Documentário, Drama",Mark Moskowitz,7.6
2002,"Documentário, Esporte",Helen Stickler,7.3
2002,"Documentário, Esporte",Helen Stickler,7.3
2002,"Documentário, Família",Nicolas Philibert,7.9
2002,"Documentário, Guerra",Anand PatGuerradhan,7.8
2002,"Documentário, Guerra","Gail Dolgin, Vicente Franco",7.5
2002,"Documentário, História",Richard Stanley,7
2002,"Documentário, História","Tim Coleman, James Fox, Boris Zubov",7.7
2002,"Documentário, História",Tom Piozet,7.6
2002,"Documentário, História, Guerra","Sam Green, Bill Siegel",7.6
2002,"Documentário, História, Musical",Lee Hirsch,7.3
2002,"Documentário, Musical",AJ Schnack,7.7
2002,"Documentário, Musical","Chris Hegedus, D,A, Pennebaker",6.8
2002,"Documentário, Musical",Godfrey Reggio,6.7
2002,"Documentário, Musical","Lance Bangs, Kim Gordon, Spike Jonze, Dan Koretzky, Thurston Moore, Tom Surgel",7.7
2002,"Documentário, Musical",Matthew Longfellow,7.8
2002,"Documentário, Musical",Paul Justman,7.8
2002,"Documentário, Musical","Peter Glantz, Nick Noe",8.3
2002,"Documentário, Musical",Sam Jones,7.5
2002,"Documentário, Musical","Steve Barron, Samuel Bayer, David Bowie, Rudi Dolezal, Stanley Dorfman, Nick Goffey, Dominic Hawley, David Mallet, Roger Michell, Jean-Baptiste Mondino, D,A, Pennebaker, Tim Pope, Mick Rock, Matthew Rolston, Mark Romanek, Hannes Rossacher, Floria Sigismondi, Walter A, Stern, Julien Temple, Gus Van Sant, James Yukich",7.6
2002,Drama,Abbas Kiarostami,7.5
2002,Drama,Adolfo Aristarain,7.8
2002,Drama,Adoor Gopalakrishnan,7.2
2002,Drama,Alain Fresnot,7
2002,Drama,Alan Ari Lazar,5.6
2002,Drama,Alan Jacobs,6.4
2002,Drama,Alan Rudolph,6.5
2002,Drama,Alex Cox,6.7
2002,Drama,Alireza Raisian,6.9
2002,Drama,Almut Getto,7
2002,Drama,Aluizio Abranches,6.2
2002,Drama,Amir Naderi,5.8
2002,Drama,Andy Wolk,6.9
2002,Drama,Ann Hui,7.2
2002,Drama,Anne Wheeler,6.3
2002,Drama,Antonio Hernández,7.3
2002,Drama,Bahman Ghobadi,7.4
2002,Drama,Bertha Bay-Sa Pan,6.4
2002,Drama,Bruce Beresford,7
2002,Drama,Buddhadev Dasgupta,6.7
2002,Drama,Callie Khouri,5.9
2002,Drama,Carlos Reygadas,6.8
2002,Drama,Chris Kraus,6.9
2002,Drama,Christophe Honoré,7.1
2002,Drama,"David S, Goyer",6.1
2002,Drama,Duncan Roy,6.3
2002,Drama,EdGuerrad Holzman,5.3
2002,Drama,EdGuerrad Holzman,5.3
2002,Drama,Edoardo Ponti,6.2
2002,Drama,Edoardo Ponti,6.2
2002,Drama,Emanuele Crialese,7
2002,Drama,"Ernest R, Dickerson",6.1
2002,Drama,Fernando Lopes,6.8
2002,Drama,Franco Piavoli,7.1
2002,Drama,Frederick Wiseman,7
2002,Drama,Giles Foster,7.2
2002,Drama,Gillies MacKinnon,7
2002,Drama,Helvecio Ratton,6.7
2002,Drama,Hiroshi Ishikawa,7.2
2002,Drama,Hyeon-il Kang,4.1
2002,Drama,Jacob Berger,6.2
2002,Drama,Jacques Nolot,6.4
2002,Drama,Jed Weintrob,5.7
2002,Drama,Jed Weintrob,5.7
2002,Drama,Jeong-hyang Lee,7.8
2002,Drama,Jim Sheridan,7.8
2002,Drama,Jim Simpson,6.5
2002,Drama,Joan Micklin Silver,6.6
2002,Drama,John Frankenheimer,7.5
2002,Drama,Jon Purdy,6.8
2002,Drama,Jordi Moll�,4.8
2002,Drama,Julie Lopes-Curval,5.6
2002,Drama,"Kaige Chen, V�ctor Erice, Werner Herzog, Jim Jarmusch, Aki Kaurism�ki, Spike Lee, Wim Wenders",7.3
2002,Drama,Karen Moncrieff,6.7
2002,Drama,Keith Behrman,6.9
2002,Drama,Khuat Akhmetov,6
2002,Drama,Korn�l Mundrucz�,5.9
2002,Drama,Kyung-Taek Kwak,6.8
2002,Drama,"Larry Clark, EdGuerrad Lachman",5.9
2002,Drama,Lisa Cholodenko,6.5
2002,Drama,Lynne Ramsay,6.7
2002,Drama,Mahamat-Saleh Haroun,6.7
2002,Drama,Manijeh Hekmat,6.7
2002,Drama,Manoel de Oliveira,6.6
2002,Drama,Marcelo Pi�eyro,7.2
2002,Drama,Marco Bellocchio,7.1
2002,Drama,Marco Bellocchio,7.1
2002,Drama,Maria von Heland,7.1
2002,Drama,Menahem Golan,6.4
2002,Drama,Menahem Golan,6.4
2002,Drama,Michael Almereyda,5.2
2002,Drama,"Michael Criscione, Michael Meyer",5.6
2002,Drama,Michael Hoffman,6.9
2002,Drama,Michael Hofmann,7.2
2002,Drama,Michael Selditch,6.5
2002,Drama,Michael Winterbottom,7.5
2002,Drama,Mike Leigh,7.6
2002,Drama,Mira Nair,6.5
2002,Drama,Neil Burger,6.6
2002,Drama,Nikos Grammatikos,8.1
2002,Drama,Nikos Grammatikos,7.9
2002,Drama,Nils Malmros,7.4
2002,Drama,Nir Bergman,7.6
2002,Drama,Nuri Bilge Ceylan,7.7
2002,Drama,Ole Bornedal,6.6
2002,Drama,Ole Bornedal,6.6
2002,Drama,Olivier Dahan,6.1
2002,Drama,Pete Jones,6.5
2002,Drama,Peter Kosminsky,7.2
2002,Drama,Peter Mullan,7.8
2002,Drama,Philippe Grandrieux,6.5
2002,Drama,Ramin Serry,6.9
2002,Drama,Rasoul Sadrameli,7.3
2002,Drama,Richard Hobert,5.7
2002,Drama,Robert Gu�diguian,6.6
2002,Drama,"Robert J, Emery",6.4
2002,Drama,"Robert J, Emery",6.5
2002,Drama,"Robert J, Emery",6.5
2002,Drama,Robert Mandel,5.6
2002,Drama,Robert Markowitz,5.6
2002,Drama,Robert Townsend,6.6
2002,Drama,Rodolphe Marconi,5.5
2002,Drama,Roger Spottiswoode,7.6
2002,Drama,Sang-soo Hong,7.4
2002,Drama,"Shashilal K, Nair",2.8
2002,Drama,Stephen Daldry,7.6
2002,Drama,"Sumitra Bhave, Sunil Sukthankar",8.1
2002,Drama,Todd Haynes,7.4
2002,Drama,Uwe Boll,4.1
2002,Drama,Uwe Boll,4.1
2002,Drama,Valeri Fokin,7
2002,Drama,Wiebke von Carolsfeld,7
2002,Drama,Winfried Bonengel,6.8
2002,Drama,"Youssef Chahine, Amos Gitai, Alejandro Gonz�lez I��rritu, Sh�hei Imamura, Claude Lelouch, Ken Loach, Samira Makhmalbaf, Mira Nair, Idrissa Ouedraogo, Sean Penn, Danis Tanovic",7
2002,Drama,"Youssef Chahine, Amos Gitai, Alejandro Gonz�lez I��rritu, Sh�hei Imamura, Claude Lelouch, Ken Loach, Samira Makhmalbaf, Mira Nair, Idrissa Ouedraogo, Sean Penn, Danis Tanovic",7
2002,Drama,Y�jir� Takita,7.7
2002,"Drama, Ação, Crime",Charles Stone III,7
2002,"Drama, Ação, Thriller",Eric Norris,4.3
2002,"Drama, Comédia",Andrzej Jakimowski,6.8
2002,"Drama, Comédia",Fatih Akin,7.4
2002,"Drama, Comédia, Crime",Gabriele Salvatores,6.3
2002,"Drama, Comédia, Família",Paul Hoen,7.9
2002,"Drama, Comédia, Fantasia",Gavin Millar,6.9
2002,"Drama, Comédia, Musical","P,J, Hogan",6.9
2002,"Drama, Comédia, Romance",Jean-Pierre Limosin,5.8
2002,"Drama, Comédia, Romance",Victoria Hochberg,5
2002,"Drama, Crime",Hans Pos,6.2
2002,"Drama, Crime",Mois�s Kaufman,7.3
2002,"Drama, Crime, Ação",Abdul Malik Abbott,4.1
2002,"Drama, Crime, Thriller",Keith Snyder,6.1
2002,"Drama, Esporte","Alex Smith, Andrew J, Smith",6.1
2002,"Drama, Esporte","Ernest R, Dickerson",6.7
2002,"Drama, Esporte","J, Mills Goodloe",6.4
2002,"Drama, Esporte",Robert Mandel,5.2
2002,"Drama, Família",Eric Eason,6.9
2002,"Drama, Família",Imanol Uribe,6.8
2002,"Drama, Família",Klaus H�r�,7.1
2002,"Drama, Família",Niki Caro,7.7
2002,"Drama, Família",Peter Markle,6.4
2002,"Drama, Família",Ulf Malmros,5.3
2002,"Drama, Família, Esporte",James Anderson,5.6
2002,"Drama, Família, Esporte",John Lee Hancock,7
2002,"Drama, Família, Romance",Greg Beeman,6.3
2002,"Drama, Fantasia",Arjun Sajnani,4.9
2002,"Drama, Fantasia",George Sluizer,6
2002,"Drama, Fantasia",Hidenori Sugimori,6.7
2002,"Drama, Fantasia",Matthew Barney,7
2002,"Drama, Fantasia, História",Aleksandr Sokurov,7.4
2002,"Drama, Fantasia, Mistério",Tom Shadyac,6
2002,"Drama, Fantasia, Romance",Sergey Bodrov,6.2
2002,"Drama, Fantasia, Sci-Fi",Rich Christiano,5.5
2002,"Drama, Fantasia, Terror",Michael Rymer,5.2
2002,"Drama, Guerra",Amos Gitai,6
2002,"Drama, Guerra",Atom Egoyan,6.6
2002,"Drama, Guerra",Gregory Hoblit,6.3
2002,"Drama, Guerra",Mani Ratnam,8.5
2002,"Drama, Guerra",Martin Huberty,5.3
2002,"Drama, Guerra",Menno Meyjes,6.6
2002,"Drama, Guerra",Mick Jackson,7.4
2002,"Drama, Guerra, Comédia",Aleksandr Rogozhkin,7.9
2002,"Drama, História",Joseph Sargent,6.2
2002,"Drama, História",Tareque Masud,8.4
2002,"Drama, História, Guerra",Paul Greengrass,7.7
2002,"Drama, História, Guerra",Paul Greengrass,7.7
2002,"Drama, História, Thriller",Kathryn Bigelow,6.6
2002,"Drama, História, Western",Rolf de Heer,7.6
2002,"Drama, Mistério","Jean-Pierre Dardenne, Luc Dardenne",7.7
2002,"Drama, Mistério",Neil LaBute,6.4
2002,"Drama, Mistério, Romance",Kaige Chen,5.5
2002,"Drama, Mistério, Romance",Pedro Almod�var,8
2002,"Drama, Mistério, Romance",Phillip Noyce,7.1
2002,"Drama, Mistério, Romance",Steven Soderbergh,6.2
2002,"Drama, Mistério, Romance",Young-hoon Park,7.2
2002,"Drama, Mistério, Thriller",Alberto Sciamma,5.5
2002,"Drama, Mistério, Thriller",Ari Kirschenbaum,5.6
2002,"Drama, Mistério, Thriller",David Cronenberg,6.9
2002,"Drama, Mistério, Thriller",John Badham,5.7
2002,"Drama, Mistério, Thriller",Kuo-fu Chen,6.4
2002,"Drama, Mistério, Thriller",Shin'ya Tsukamoto,7.1
2002,"Drama, Mistério, Thriller",Zoe Clarke-Williams,5.3
2002,"Drama, Mistério, Thriller",Zoe Clarke-Williams,5.3
2002,"Drama, Musical",Abderrahmane Sissako,6.8
2002,"Drama, Musical",Anupam Kher,5.6
2002,"Drama, Musical",Curtis Hanson,7
2002,"Drama, Musical",Kaige Chen,7.4
2002,"Drama, Musical",Sherman Alexie,6.9
2002,"Drama, Musical",Tanuja Chandra,6.5
2002,"Drama, Musical",Ventura Pons,6.2
2002,"Drama, Musical, Mistério",Stephen Gaghan,4.9
2002,"Drama, Musical, Romance",Andrey Konchalovskiy,7.2
2002,"Drama, Musical, Romance","Bernardo Bertolucci, Claire Denis, Mike Figgis, Jean-Luc Godard, Jiří Menzel, Michael Radford, Volker Schlöndorff, István Szabó",6.8
2002,"Drama, Romance",Adam Shankman,7.4
2002,"Drama, Romance",Aku Louhimies,5.7
2002,"Drama, Romance",Alfredo Rodriguez de Villa,5.5
2002,"Drama, Romance",Apichatpong Weerasethakul,7.1
2002,"Drama, Romance",Austin Chick,6
2002,"Drama, Romance",Brad Silberling,6.7
2002,"Drama, Romance",Carlos Carrera,6.8
2002,"Drama, Romance",Chang-dong Lee,8
2002,"Drama, Romance",Chih-yen Yee,7.5
2002,"Drama, Romance",Christopher Scott Cherot,4.9
2002,"Drama, Romance",Claire Denis,6.7
2002,"Drama, Romance",Dorothée Van Den Berghe,6.5
2002,"Drama, Romance",Douglas McGrath,7.3
2002,"Drama, Romance",Eric Byler,6
2002,"Drama, Romance",Fernando Sariñana,6.6
2002,"Drama, Romance",Fernando Sariñana,6.6
2002,"Drama, Romance",François Armanet,5.9
2002,"Drama, Romance",Hiroshi Ando,6.5
2002,"Drama, Romance",John Sayles,6.9
2002,"Drama, Romance","K,S, Adiyaman",5.3
2002,"Drama, Romance",Leonel Vieira,5.5
2002,"Drama, Romance",Matteo Garrone,7
2002,"Drama, Romance",Michael Petroni,6.5
2002,"Drama, Romance",Peter Sollett,7.1
2002,"Drama, Romance",Pollo de Pimentel,5.4
2002,"Drama, Romance",Rebecca Miller,6.6
2002,"Drama, Romance",Shaad Ali,7
2002,"Drama, Romance",Stephan Brenninkmeijer,5.9
2002,"Drama, Romance",Susanne Bier,7.7
2002,"Drama, Romance",Takeshi Kitano,7.7
2002,"Drama, Romance",Thaddeus O'Sullivan,6.6
2002,"Drama, Romance",Yibai Zhang,7
2002,"Drama, Romance",Young Man Kang,4.4
2002,"Drama, Romance",Young-Joo Byun,6.1
2002,"Drama, Romance",Y�ji Yamada,8.1
2002,"Drama, Romance",Zhou Sun,6.6
2002,"Drama, Romance",Zhuangzhuang Tian,7
2002,"Drama, Romance, Esporte",John Stockwell,5.6
2002,"Drama, Romance, Esporte",Paul Goldman,6.8
2002,"Drama, Romance, Família",Jay Russell,6.7
2002,"Drama, Romance, Guerra",Ben Sombogaart,7.5
2002,"Drama, Romance, Guerra",Elia Suleiman,6.6
2002,"Drama, Romance, Guerra",Elia Suleiman,6.6
2002,"Drama, Romance, Guerra",Eytan Fox,7.3
2002,"Drama, Romance, Guerra",Jay Craven,5.3
2002,"Drama, Romance, Thriller",Adrian Lyne,6.7
2002,"Drama, Romance, Thriller",Tinto Brass,5.1
2002,"Drama, Sci-Fi, Crime",Stephen Gyllenhaal,7.2
2002,"Drama, Sci-Fi, Thriller","M, Night Shyamalan",6.7
2002,"Drama, Sci-Fi, Thriller",Robert Lieberman,7
2002,"Drama, Terror",Marina de Van,6.3
2002,"Drama, Terror",Rick Schmidlin,6.3
2002,"Drama, Terror, Guerra","Michael J, Bassett",6
2002,"Drama, Terror, Mistério",Byeong-ki Ahn,6.3
2002,"Drama, Terror, Mistério",Hideo Nakata,6.7
2002,"Drama, Terror, Mistério",Mark Pellington,6.5
2002,"Drama, Terror, Sci-Fi",David Carson,5.5
2002,"Drama, Terror, Thriller",Lucky McKee,6.7
2002,"Drama, Terror, Thriller","Oxide Pang Chun, Danny Pang",6.7
2002,"Drama, Thriller",Dalibor Matanic,7.3
2002,"Drama, Thriller",Eriq La Salle,6
2002,"Drama, Thriller",John Polson,4.9
2002,"Drama, Thriller",Kristian Levring,6.2
2002,"Drama, Thriller",Mark Romanek,6.8
2002,"Drama, Thriller",Mars Callahan,7
2002,"Drama, Thriller",Roger Michell,6.5
2002,"Drama, Thriller","William A, Graham",5.3
2002,"Drama, Thriller, Comédia",Leonardo Ricagni,4.9
2002,"Drama, Thriller, Crime",John Malkovich,7
2002,"Drama, Thriller, Crime",Neema Barnette,5.2
2002,"Drama, Western",Uli Edel,6.5
2002,Família,Esmé Lammers,6.8
2002,Família,William Sachs,5.3
2002,"Família, Animação",Thilo Rothkirch,5.4
2002,"Família, Animação",Vibeke Ids�e,5.1
2002,"Família, Aventura, Crime",Hans Fabian Wullenweber,6.2
2002,"Família, Fantasia",David Wu,6.7
2002,"Família, Fantasia",David Wu,6.7
2002,Fantasia,Vishal Bhardwaj,7.5
2002,"Fantasia, Romance",Dante Lam,6.3
2002,"Fantasia, Sci-Fi",Hakubun,6.6
2002,"Fantasia, Terror",Tammi Sutton,3.2
2002,"Fantasia, Terror, Mistério",Eric Valette,6.4
2002,"Fantasia, Terror, Musical",Vikram Bhatt,6.5
2002,"Fantasia, Terror, Romance",Chris Angel,4
2002,Mistério,James Frawley,5.9
2002,"Mistério, Romance, Sci-Fi",Vincenzo Natali,6.9
2002,"Mistério, Thriller",Christopher Nolan,7.2
2002,"Mistério, Thriller",Jonathan Demme,4.8
2002,"Mistério, Thriller",Rodney Gibbons,6.5
2002,Musical,Carlos Saura,7.1
2002,Musical,David Barnard,9
2002,"Musical, Comédia",Dave Foley,6.7
2002,"Musical, Drama",Raja Amari,6.7
2002,"Musical, Romance",Robert Cary,6.1
2002,"Musical, Romance",Sanjay Leela Bhansali,7.6
2002,"Musical, Romance, Drama",Kunal Kohli,5
2002,Romance,Brett Parker,4.9
2002,"Romance, Ação, Drama",Sohail Khan,3.8
2002,"Romance, Comédia, Drama",Deepa Mehta,6
2002,"Romance, Comédia, Drama",Rick Famuyiwa,6.5
2002,"Romance, Drama",Kei Kumai,7.1
2002,"Romance, Drama",Rudy Soedjarwo,7.6
2002,"Romance, Drama",Vera Storozheva,6.7
2002,"Romance, Thriller",Laetitia Colombani,7.3
2002,Sci-Fi,Philip Haas,5.9
2002,"Sci-Fi, Aventura, Ação",Simon Wells,5.9
2002,"Sci-Fi, Drama",Yevgeny Yufit,5.8
2002,"Sci-Fi, Thriller",Andrzej Sekula,5.6
2002,"Sci-Fi, Thriller, Terror",Larry Clark,3.3
2002,Terror,Avi Nesher,4.8
2002,Terror,Danny Boyle,7.6
2002,Terror,"Danny Graves, Richard Wenk",5.1
2002,Terror,David Worth,2.7
2002,Terror,Jaume Balaguer�,5.4
2002,Terror,Takashi Shimizu,6.7
2002,"Terror, Mistério",Gore Verbinski,7.1
2002,"Terror, Mistério","Peter Chan, Jee-woon Kim, Nonzee Nimibutr",6.3
2002,"Terror, Mistério",Steve Beck,5.4
2002,"Terror, Mistério, Sci-Fi","David A, Cross",4.1
2002,"Terror, Mistério, Thriller",David Twohy,6.2
2002,"Terror, Mistério, Thriller",Marc Evans,5.6
2002,"Terror, Mistério, Thriller",Rick Bota,5.1
2002,"Terror, Mistério, Thriller",Robert Harmon,4.8
2002,"Terror, Sci-Fi, Thriller",Robert Iscove,5
2002,"Terror, Sci-Fi, Thriller",Robert Iscove,5
2002,"Terror, Thriller",Andrew Green,2.3
2002,"Terror, Thriller",John Hough,3.7
2002,"Terror, Thriller",Marcus Adams,4.9
2002,"Terror, Thriller","Morgan J, Freeman",3.9
2002,Thriller,David Fincher,6.8
2002,Thriller,Joe Chappelle,4.6
2002,Thriller,Joel Schumacher,7.1
2002,Thriller,Paul Cade,2.1
2002,Thriller,Rajat Mukherjee,5.6
2002,Thriller,Rob Hardy,5
2002,Thriller,"Sidney J, Furie",5
2002,Thriller,Xavier Villaverde,5.1
2002,"Thriller, Crime, Drama",Lucas Belvaux,7
2002,"Thriller, Drama, Mistério",Olivier Assayas,5.8
2002,"Thriller, Drama, Mistério",Olivier Assayas,5.8
2002,Not Stated,Didier Bivel,6
2002,Not Stated,Eugenie Jansen,7.4
2002,Not Stated,Jacques Thelemaque,6.7
2002,Not Stated,Janusz Zaorski,3.7
2002,Not Stated,Konstantin Murzenko,6.2
2002,Not Stated,Marcus Robbin,7.2
2003,Ação,Quentin Tarantino,8.1
2003,Ação,Rohit Shetty,5.3
2003,Ação,Siu-Tung Ching,4.7
2003,"Ação, Animação, Sci-Fi","Andrew R, Jones",7.6
